question,query,some_tables_in_query,only_relevant_tables,no_relevant_tables,founded_tables,method
"Zählen Sie die Anzahl der Flüge von United Airlines, die am Flughafen 'ASY' ankommen.","SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",True,False,False,"['flight', 'flights', 'airlines', 'airport', 'airports']",cross-encoder
Wie viele 'United Airlines'-Flüge gehen vom Flughafen 'AHD' ab?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",True,False,False,"['airport', 'airports']",cross-encoder
"Geben Sie die Anzahl der United Airlines-Flüge zurück, die vom Flughafen 'AHD' abfliegen.","SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",True,False,False,"['airport', 'airports']",cross-encoder
Wie viele United Airlines-Flüge gehen in die Stadt 'Aberdeen'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",True,False,False,['city'],cross-encoder
Welche Stadt hat die meisten ankommenden Flüge?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,"['city', 'flight', 'flights']",cross-encoder
Welche Stadt hat den häufigsten Zielflughafen?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,['city'],cross-encoder
Welche Stadt hat die meisten abfliegenden Flüge?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,"['city', 'flight', 'flights']",cross-encoder
Welche Stadt ist der häufigste Ausgangsflughafen?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,['city'],cross-encoder
Wie lautet der Code des Flughafens mit der höchsten Anzahl von Flügen?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airport', 'airports', 'flight', 'flights']",cross-encoder
Wie lautet der Code des Flughafens mit den meisten Flügen?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airport', 'airports', 'flight', 'flights']",cross-encoder
Wie lautet der Code des Flughafens mit der geringsten Anzahl von Flügen?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,True,False,False,"['airport', 'airports', 'flight', 'flights']",cross-encoder
Geben Sie den Code des Flughafens mit den wenigsten Flügen an.,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,True,False,False,"['airport', 'airports', 'flight', 'flights']",cross-encoder
Welche Fluggesellschaft hat die meisten Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
Welche Fluggesellschaft bedient die meisten Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
Finden Sie die Abkürzung und das Land der Fluggesellschaft mit der geringsten Anzahl von Flügen?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",True,False,False,"['country', 'countries', 'airlines', 'flight', 'flights']",cross-encoder
Welches ist die Abkürzung der Fluggesellschaft mit den wenigsten Flügen und in welchem Land befindet sie sich?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",True,False,False,"['airlines', 'flight', 'flights', 'country', 'countries']",cross-encoder
"Welche Fluggesellschaften haben einige Flüge, die vom Flughafen 'AHD' abfliegen?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",True,False,False,"['airlines', 'flight', 'flights', 'airport', 'airports']",cross-encoder
Welche Fluggesellschaften haben einen Flug mit dem Quellflughafen 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
"Welche Fluggesellschaften haben Flüge, die am Flughafen 'AHD' ankommen?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",True,False,False,"['airlines', 'flight', 'flights', 'airport', 'airports']",cross-encoder
Welche Fluggesellschaften haben einen Flug mit Zielflughafen 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
"Finden Sie alle Fluggesellschaften, die Flüge von den beiden Flughäfen 'APG' und 'CVO' haben.","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",True,False,False,"['airlines', 'flight', 'flights', 'airport', 'airports']",cross-encoder
"Welche Fluggesellschaften haben Flüge, die sowohl vom Flughafen 'APG' als auch vom Flughafen 'CVO' abfliegen?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",True,False,False,"['airlines', 'flight', 'flights', 'airport', 'airports', 'airport', 'airports']",cross-encoder
"Finden Sie alle Fluggesellschaften, die vom Flughafen 'CVO', aber nicht von der 'APG' abfliegen.","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",True,False,False,"['airlines', 'airport', 'airports']",cross-encoder
"Welche Fluggesellschaften haben Abflüge vom Flughafen 'CVO', aber nicht von den Flughäfen 'APG'?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",True,False,False,"['airlines', 'airport', 'airports', 'airport', 'airports']",cross-encoder
"Finden Sie alle Fluggesellschaften, die mindestens 10 Flüge haben.",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
Welche Fluggesellschaften haben mindestens 10 Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
"Finden Sie alle Fluggesellschaften, die weniger als 200 Flüge haben.",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
Welche Fluggesellschaften haben weniger als 200 Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,True,False,False,"['airlines', 'flight', 'flights']",cross-encoder
"Was sind die Flugnummern der Fluggesellschaft ""United Airlines""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",True,False,False,"['airlines', 'airlines']",cross-encoder
"Welche Flugnummern entsprechen den Flügen der Fluggesellschaft ""United Airlines""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",True,False,False,"['flight', 'flights', 'airlines', 'airlines']",cross-encoder
"Wie sind die Flugnummern der Flüge, die vom Flughafen ""APG"" abfliegen?","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,"['flight', 'flights', 'airport', 'airports']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die vom Flughafen ""APG"" abfliegen.","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,"['flight', 'flights', 'airport', 'airports']",cross-encoder
"Wie sind die Flugnummern der am Flughafen ""APG"" ankommenden Flüge?","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",True,False,False,"['airport', 'airports', 'flight', 'flights']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die am Flughafen ""APG"" landen.","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",True,False,False,"['flight', 'flights', 'airport', 'airports']",cross-encoder
"Wie sind die Flugnummern der Flüge, die von der Stadt ""Aberdeen "" abfliegen?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights', 'city']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die von Aberdeen abfliegen.","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights']",cross-encoder
"Wie lauten die Flugnummern der Flüge, die in der Stadt ""Aberdeen"" ankommen?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights', 'city']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die in Aberdeen ankommen.","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights']",cross-encoder
"Geben Sie die Anzahl der Flüge an, die in Aberdeen oder in Abilene landen.","SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",True,False,False,"['flight', 'flights']",cross-encoder
Wie viele Flüge landen in Aberdeen oder Abilene?,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",True,False,False,"['flight', 'flights']",cross-encoder
"Finden Sie die Namen der Flughäfen, die keine Hin- und Rückflüge haben.",SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),True,False,False,"['airport', 'airports']",cross-encoder
Welche Flughäfen haben keine abfliegenden oder ankommenden Flüge?,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),True,False,False,"['airport', 'airports', 'flight', 'flights']",cross-encoder
Wie viele Mitarbeiter sind dort beschäftigt?,SELECT count(*) FROM employee,True,False,False,['employee'],cross-encoder
Zählen Sie die Anzahl der Mitarbeiter,SELECT count(*) FROM employee,True,False,False,['employee'],cross-encoder
Sortieren Sie die Namen der Mitarbeiter nach ihrem Alter in aufsteigender Reihenfolge.,SELECT name FROM employee ORDER BY age,True,False,False,['employee'],cross-encoder
Listen Sie die Namen der Mitarbeiter auf und sortieren Sie sie in aufsteigender Reihenfolge ihres Alters.,SELECT name FROM employee ORDER BY age,True,False,False,"['list', 'employee']",cross-encoder
Wie hoch ist die Anzahl der Mitarbeiter aus jeder Stadt?,"SELECT count(*) ,  city FROM employee GROUP BY city",True,False,False,"['employee', 'city']",cross-encoder
Zählen Sie die MitarbeiterInnen für jede Stadt.,"SELECT count(*) ,  city FROM employee GROUP BY city",True,False,False,['city'],cross-encoder
Aus welchen Städten kommen mehr als ein Mitarbeiter unter 30 Jahren?,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,True,False,False,"['city', 'employee']",cross-encoder
"Suchen Sie die Städte, in denen mehr als ein Mitarbeiter unter 30 Jahren beschäftigt ist.",SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,True,False,False,"['city', 'employee']",cross-encoder
Ermitteln Sie die Anzahl der Geschäfte an jedem Standort.,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",True,False,False,"['Stores', 'Shops', 'Locations', 'LOCATION']",cross-encoder
Wie viele Geschäfte gibt es an jedem Standort?,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",True,False,False,"['Stores', 'Shops', 'Locations', 'LOCATION']",cross-encoder
"Finden Sie den Namen des Geschäftsleiters und den Bezirk des Geschäfts, in dem die Anzahl der Produkte am größten ist.","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",True,False,False,"['district', 'Stores', 'Shops', 'Products', 'Product']",cross-encoder
"Wie lauten der Name des Geschäftsleiters und der Bezirk des Geschäfts, das die größte Anzahl von Produkten verkauft?","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",True,False,False,"['district', 'Stores', 'Shops', 'Products', 'Product', 'Sales']",cross-encoder
Finden Sie die minimale und maximale Anzahl von Produkten aller Geschäfte.,"SELECT min(Number_products) ,  max(Number_products) FROM shop",True,False,False,"['Products', 'Product', 'Stores', 'Shops']",cross-encoder
Wie hoch ist die minimale und maximale Anzahl der Produkte aller Geschäfte?,"SELECT min(Number_products) ,  max(Number_products) FROM shop",True,False,False,"['Products', 'Product', 'Stores', 'Shops']",cross-encoder
"Geben Sie den Namen, den Standort und den Bezirk aller Geschäfte in absteigender Reihenfolge der Anzahl der Produkte an.","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",True,False,False,"['Locations', 'LOCATION', 'district', 'Stores', 'Shops', 'Products', 'Product']",cross-encoder
"Sortieren Sie alle Geschäfte nach der Anzahl der Produkte in absteigender Reihenfolge, und geben Sie den Namen, den Standort und den Bezirk jedes Geschäfts zurück.","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",True,False,False,"['Stores', 'Shops', 'Products', 'Product', 'Locations', 'LOCATION', 'district', 'Stores', 'Shops']",cross-encoder
"Finden Sie die Namen von Geschäften, deren Anzahl der Produkte die durchschnittliche Anzahl der Produkte übersteigt.",SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),True,False,False,"['Stores', 'Shops', 'Products', 'Product', 'Products', 'Product']",cross-encoder
Bei welchen Geschäften liegt die Anzahl der Produkte über dem Durchschnitt? Geben Sie mir die Namen der Geschäfte.,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),True,False,False,"['Stores', 'Shops', 'Products', 'Product', 'Stores', 'Shops']",cross-encoder
"Finden Sie den Namen des Mitarbeiters, der bei der Bewertung am häufigsten ausgezeichnet wurde.",SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,True,False,False,"['employee', 'Rating']",cross-encoder
Welcher Mitarbeiter hat bei der Bewertung die meisten Auszeichnungen erhalten? Geben Sie mir den Namen des Mitarbeiters.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,True,False,False,"['employee', 'Rating', 'employee']",cross-encoder
"Finden Sie den Namen des Mitarbeiters, der den höchsten einmaligen Bonus erhalten hat.",SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,True,False,False,['employee'],cross-encoder
Welcher Mitarbeiter hat den höchsten Bonus erhalten? Geben Sie mir den Namen des Mitarbeiters.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,True,False,False,"['employee', 'employee']",cross-encoder
"Finden Sie die Namen der Mitarbeiter, die bei der Bewertung nie einen Preis gewonnen haben.",SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),True,False,False,"['employee', 'Rating']",cross-encoder
"Wie lauten die Namen der Mitarbeiter, die bei der Bewertung nie eine Auszeichnung erhalten haben?",SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),True,False,False,"['employee', 'Rating']",cross-encoder
"Wie lautet der Name des Geschäfts, das die größte Anzahl von Mitarbeitern einstellt?",SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,False,False,False,"['Stores', 'Shops', 'employee']",cross-encoder
Welches Geschäft hat die meisten Mitarbeiter? Geben Sie mir den Namen des Geschäfts.,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,False,False,False,"['Stores', 'Shops', 'employee', 'Stores', 'Shops']",cross-encoder
"Suchen Sie die Namen der Geschäfte, die keine Mitarbeiter einstellen.",SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),False,False,False,"['Stores', 'Shops', 'employee']",cross-encoder
